t,th1RK,th2RK,w1RK,w2RK,th1PV,th2PV,w1PV,w2PV
26.3,0.0973962,-0.0437692,-2.46026,0.0694104,-0.126486,-0.0151836,-2.48544,0.103945
26.4,-0.149559,-0.0345977,-2.4356,0.109179,-0.361919,-0.00525234,-2.22321,0.0946795
26.5,-0.381206,-0.0229586,-2.15813,0.118645,-0.560094,0.00242057,-1.74029,0.0587786
26.6,-0.574075,-0.011822,-1.66917,0.0999055,-0.702148,0.00560285,-1.1008,0.00486707
26.7,-0.710041,-0.00370634,-1.031,0.0595741,-0.7758,0.00303219,-0.372242,-0.0562803
26.8,-0.777473,-0.000328994,-0.308951,0.00674815,-0.775211,-0.00546121,0.384035,-0.113588
26.9,-0.771039,-0.00244153,0.436745,-0.0485492,-0.700493,-0.0189736,1.11033,-0.156661
27,-0.691248,-0.00978495,1.14849,-0.0962343,-0.557704,-0.0356239,1.74543,-0.176343
27.1,-0.544505,-0.0211129,1.76518,-0.126756,-0.359315,-0.0527167,2.22235,-0.165513
27.2,-0.343589,-0.0342864,2.22117,-0.132021,-0.124304,-0.0670201,2.47787,-0.120554
27.3,-0.107685,-0.0464949,2.45653,-0.107003,0.123212,-0.075209,2.47247,-0.0432251
27.4,0.139084,-0.0546602,2.43564,-0.0516576,0.3572,-0.0744576,2.20729,0.0582525
27.5,0.370927,-0.056002,2.16202,0.0279741,0.553755,-0.0630409,1.72381,0.170083
27.6,0.564375,-0.0486254,1.67687,0.120505,0.694269,-0.040755,1.08647,0.275635
27.7,0.701305,-0.0319451,1.04267,0.211606,0.766735,-0.00903967,0.362868,0.358672
27.8,0.770126,-0.00683522,0.325186,0.286841,0.765601,0.0291831,-0.385565,0.405784
27.9,0.765582,0.0244749,-0.415039,0.333816,0.691258,0.0698563,-1.10129,0.40768
28,0.688268,0.0586704,-1.12058,0.34334,0.55,0.108225,-1.72387,0.359686
28.1,0.544627,0.0917011,-1.7312,0.309963,0.354407,0.139311,-2.18799,0.262048
28.2,0.34735,0.119177,-2.18278,0.232447,0.123359,0.15844,-2.43296,0.120519
28.3,0.115375,0.136828,-2.417,0.114561,-0.119373,0.161821,-2.42168,-0.0528924
28.4,-0.127559,0.141049,-2.3992,-0.0340321,-0.348285,0.147178,-2.15656,-0.239959
28.5,-0.356085,0.129506,-2.13272,-0.197699,-0.540058,0.114278,-1.67889,-0.418052
28.6,-0.547091,0.101666,-1.65774,-0.356465,-0.676607,0.0651938,-1.05209,-0.563629
28.7,-0.682706,0.059084,-1.03576,-0.489169,-0.746355,0.0042046,-0.34287,-0.656155
28.8,-0.751511,0.00533898,-0.331997,-0.576981,-0.744109,-0.062661,0.387783,-0.681156
28.9,-0.74839,-0.0543418,0.393177,-0.60614,-0.670582,-0.12831,1.08276,-0.631828
29,-0.674057,-0.113675,1.08276,-0.569432,-0.532302,-0.185367,1.68285,-0.509305
29.1,-0.53499,-0.166003,1.6778,-0.466556,-0.341889,-0.226939,2.12541,-0.322139
29.2,-0.343727,-0.204975,2.1166,-0.303908,-0.117938,-0.247332,2.35361,-0.0857151
29.3,-0.118781,-0.225201,2.34376,-0.0943176,0.116441,-0.242709,2.33397,0.178173
29.4,0.116799,-0.222892,2.32671,0.143153,0.336666,-0.211689,2.07054,0.442233
29.5,0.338452,-0.196446,2.06896,0.384017,0.520382,-0.155773,1.60378,0.676072
29.6,0.523796,-0.146896,1.60914,0.600603,0.650322,-0.0794574,0.995027,0.850249
29.7,0.655497,-0.0780483,1.00666,0.765764,0.71553,0.0101022,0.309142,0.940943
29.8,0.72249,0.00377791,0.325265,0.857095,0.71129,0.10384,-0.39395,0.933806
29.9,0.719904,0.0904119,-0.375454,0.860395,0.638693,0.191823,-1.05798,0.825867
30,0.648626,0.172756,-1.03927,0.77147,0.504517,0.264378,-1.62554,0.625225
30.1,0.515188,0.241799,-1.60901,0.596107,0.321361,0.313102,-2.03759,0.34925
30.2,0.331931,0.289556,-2.02624,0.348805,0.107361,0.331695,-2.24241,0.0226162
30.3,0.116791,0.309865,-2.23962,0.0512603,-0.11532,0.316622,-2.21123,-0.324083
30.4,-0.10814,0.299041,-2.21982,-0.268839,-0.323389,0.267634,-1.95015,-0.655674
30.5,-0.31946,0.256415,-1.97105,-0.579153,-0.495819,0.188099,-1.49844,-0.935019
30.6,-0.495886,0.184687,-1.5301,-0.84521,-0.616466,0.0849697,-0.914499,-1.12757
30.7,-0.62093,0.0899441,-0.95348,-1.03457,-0.675214,-0.0317619,-0.260475,-1.20706
30.8,-0.684097,-0.0187996,-0.302555,-1.12191,-0.667965,-0.150133,0.405454,-1.16037
30.9,-0.680899,-0.130543,0.364547,-1.09341,-0.596269,-0.257631,1.02847,-0.989588
31,-0.612478,-0.233578,0.99292,-0.948842,-0.467162,-0.342641,1.55367,-0.710606
31.1,-0.485439,-0.316831,1.52775,-0.700791,-0.293148,-0.395652,1.92662,-0.349608
31.2,-0.311884,-0.371019,1.91465,-0.371952,-0.0917275,-0.410116,2.10178,0.0603171
31.3,-0.109034,-0.389506,2.10743,0.00775669,0.116159,-0.383046,2.05594,0.481091
31.4,0.102218,-0.368931,2.08093,0.403116,0.308836,-0.315447,1.79759,0.870878
31.5,0.299951,-0.309658,1.84062,0.77503,0.466945,-0.212573,1.36458,1.18662
31.6,0.464324,-0.216061,1.42138,1.08302,0.575763,-0.083781,0.811779,1.38922
31.7,0.580005,-0.0964475,0.87628,1.28985,0.626246,0.0582118,0.197888,1.45064
31.8,0.637315,0.0375752,0.263495,1.36776,0.615069,0.198743,-0.421423,1.35997
31.9,0.632309,0.172338,-0.361079,1.30399,0.544318,0.323009,-0.993596,1.12534
32,0.56647,0.293759,-0.944564,1.10305,0.42128,0.417819,-1.46717,0.770858
32.1,0.446499,0.389002,-1.43524,0.784739,0.258255,0.472912,-1.79332,0.331008
32.2,0.284191,0.447789,-1.78364,0.379647,0.0719112,0.481766,-1.93357,-0.153929
32.3,0.0959053,0.463259,-1.94954,-0.0750536,-0.118307,0.442079,-1.87079,-0.639812
32.4,-0.098891,0.432495,-1.9127,-0.537862,-0.292647,0.356126,-1.61602,-1.07924
32.5,-0.28005,0.356904,-1.6803,-0.964003,-0.433723,0.23097,-1.20549,-1.42387
32.6,-0.429484,0.242453,-1.28535,-1.30763,-0.528506,0.0782541,-0.690167,-1.63045
32.7,-0.533317,0.0995443,-0.777079,-1.52706,-0.569248,-0.0867525,-0.124666,-1.66968
32.8,-0.582926,-0.0577791,-0.209853,-1.59241,-0.553547,-0.246919,0.438673,-1.53364
32.9,-0.575083,-0.213377,0.363486,-1.49249,-0.484085,-0.385457,0.950575,-1.23713
33,-0.511694,-0.351045,0.892986,-1.23702,-0.368348,-0.487937,1.36416,-0.812461
33.1,-0.399549,-0.456464,1.33095,-0.853105,-0.218279,-0.543639,1.63721,-0.301566
33.2,-0.250041,-0.518623,1.63366,-0.378642,-0.0494708,-0.546244,1.73896,0.249459
33.3,-0.078492,-0.5306,1.76757,0.143079,0.120404,-0.494183,1.65854,0.791767
33.4,0.0972893,-0.489971,1.71779,0.665541,0.273799,-0.390926,1.40936,1.27337
33.5,0.259189,-0.399112,1.49344,1.13928,0.395562,-0.245203,1.02589,1.6411
33.6,0.391154,-0.265438,1.12568,1.51365,0.474598,-0.0707556,0.554835,1.84784
33.7,0.481026,-0.101259,0.659666,1.74272,0.50465,0.114808,0.0461995,1.86343
33.8,0.521471,0.0771477,0.14541,1.79465,0.484363,0.292149,-0.451935,1.6834
33.9,0.510132,0.251395,-0.368158,1.66009,0.417027,0.442793,-0.894797,1.32949
34,0.449401,0.403402,-0.83507,1.35418,0.310219,0.551358,-1.24137,0.841799
34.1,0.346108,0.517622,-1.21272,0.911081,0.175301,0.606881,-1.45698,0.268672
34.2,0.211097,0.582504,-1.46401,0.375217,0.0265086,0.603349,-1.51888,-0.339315
34.3,0.0584416,0.591167,-1.56253,-0.205152,-0.120547,0.539892,-1.42223,-0.929821
34.4,-0.0959499,0.541657,-1.49886,-0.77967,-0.25078,0.421046,-1.18243,-1.4471
34.5,-0.236241,0.437198,-1.28399,-1.2951,-0.351493,0.257008,-0.831831,-1.83367
34.6,-0.348647,0.286451,-0.947189,-1.69651,-0.413717,0.0633865,-0.412643,-2.03876
34.7,-0.422958,0.103402,-0.529382,-1.93392,-0.432832,-0.14013,0.0303429,-2.03157
34.8,-0.45332,-0.0936799,-0.0756844,-1.9736,-0.408597,-0.332273,0.454343,-1.81129
34.9,-0.438371,-0.284408,0.369796,-1.80802,-0.344857,-0.493159,0.820473,-1.40643
35,-0.381004,-0.449066,0.766266,-1.45758,-0.249089,-0.606689,1.09487,-0.864185
35.1,-0.287981,-0.571084,1.07737,-0.963018,-0.131787,-0.66181,1.25118,-0.238223
35.2,-0.169393,-0.638516,1.2734,-0.374435,-0.0054987,-0.652842,1.27459,0.417576
35.3,-0.0378111,-0.644563,1.33527,0.255998,0.116513,-0.579543,1.16564,1.04841
35.4,0.0930057,-0.587682,1.25881,0.875126,0.221847,-0.447345,0.941056,1.59555
35.5,0.209718,-0.471782,1.05659,1.42679,0.300435,-0.267682,0.630696,1.99771
35.6,0.301009,-0.306542,0.755802,1.85234,0.345564,-0.057756,0.271875,2.20081
35.7,0.358792,-0.107353,0.392889,2.09802,0.354331,0.160962,-0.0965187,2.17354
35.8,0.378834,0.105807,0.00753346,2.12816,0.327596,0.365567,-0.438187,1.91857
35.9,0.360832,0.310819,-0.361978,1.9368,0.269608,0.535027,-0.721569,1.47064
36,0.308124,0.486563,-0.68129,1.54912,0.187473,0.652717,-0.921132,0.883163
36.1,0.227231,0.61562,-0.921436,1.01176,0.0904572,0.70758,-1.01919,0.214105
36.2,0.127228,0.68574,-1.06065,0.379614,-0.0109222,0.69427,-1.0084,-0.480316
36.3,0.0188932,0.690212,-1.08708,-0.292128,-0.106028,0.61307,-0.893721,-1.14368
36.4,-0.0864104,0.62782,-1.00124,-0.948379,-0.185332,0.470134,-0.692353,-1.71505
36.5,-0.178035,0.50299,-0.816777,-1.53087,-0.241504,0.277882,-0.431083,-2.12999
36.6,-0.24728,0.326176,-0.558434,-1.97791,-0.270148,0.0548047,-0.141803,-2.33157
36.7,-0.288303,0.113875,-0.257847,-2.23235,-0.270069,-0.176175,0.143381,-2.28802
36.8,-0.298561,-0.112544,0.0514012,-2.25658,-0.243103,-0.390832,0.395935,-2.00512
36.9,-0.278788,-0.329523,0.337917,-2.04576,-0.193659,-0.567236,0.592951,-1.52296
37,-0.232638,-0.514773,0.575025,-1.62911,-0.12811,-0.688389,0.718032,-0.900118
37.1,-0.166137,-0.650171,0.74208,-1.05822,-0.054104,-0.743292,0.762082,-0.197924
37.2,-0.0870317,-0.723226,0.825541,-0.391999,0.0202163,-0.726898,0.724324,0.525802
37.3,-0.00401201,-0.7273,0.820301,0.312086,0.0870807,-0.639924,0.612963,1.21368
37.4,0.0741933,-0.661414,0.730807,0.997701,0.139962,-0.489075,0.444667,1.8033
37.5,0.139784,-0.530357,0.571044,1.60522,0.174317,-0.287512,0.24242,2.22794
37.6,0.186771,-0.345118,0.362814,2.07073,0.188034,-0.0546907,0.0319223,2.42849
37.7,0.211602,-0.122993,0.132415,2.33428,0.181502,0.185378,-0.162548,2.37288
37.8,0.213409,0.113609,-0.0934668,2.35643,0.157302,0.40749,-0.321457,2.06936
37.9,0.193851,0.340017,-0.291418,2.13294,0.119652,0.589072,-0.431542,1.56227
38,0.156669,0.533018,-0.443507,1.69603,0.0737834,0.712895,-0.485833,0.914199
38.1,0.107086,0.673928,-0.538009,1.10125,0.0253298,0.768054,-0.48324,0.188972
38.2,0.0511867,0.750063,-0.569468,0.410655,-0.0202501,0.749776,-0.428358,-0.554526
38.3,-0.00471751,0.754832,-0.538798,-0.316561,-0.0582344,0.659128,-0.331328,-1.25844
38.4,-0.0547304,0.687423,-0.453393,-1.02333,-0.0851605,0.503225,-0.207193,-1.85961
38.5,-0.0940068,0.552852,-0.326742,-1.64935,-0.0992296,0.295744,-0.0741887,-2.29001
38.6,-0.119302,0.362435,-0.177027,-2.12936,-0.100481,0.0567788,0.0491542,-2.4893
38.7,-0.129319,0.133959,-0.0244914,-2.40151,-0.0906495,-0.188958,0.147482,-2.42543
38.8,-0.124744,-0.109489,0.111972,-2.42486,-0.0727139,-0.415654,0.21123,-2.10849
38.9,-0.107955,-0.342488,0.217906,-2.19524,-0.0502902,-0.600368,0.237244,-1.58578
39,-0.0824783,-0.541176,0.28484,-1.7468,-0.0270437,-0.725787,0.227685,-0.922614
39.1,-0.0523901,-0.686465,0.310114,-1.13782,-0.00623534,-0.781143,0.188483,-0.184505
39.2,-0.021786,-0.765525,0.295848,-0.43265,0.00960148,-0.761919,0.128254,0.568999
39.3,0.00564963,-0.7718,0.248018,0.308254,0.0189003,-0.669474,0.0577233,1.2799
39.4,0.0269992,-0.70459,0.17591,1.02743,0.0212414,-0.511232,-0.010901,1.88495
39.5,0.0404184,-0.569044,0.0915782,1.66448,0.0174345,-0.301189,-0.065238,2.31591
39.6,0.0453643,-0.376633,0.00874173,2.15377,0.00942224,-0.0597719,-0.0950071,2.51243
39.7,0.0426674,-0.145357,-0.0592659,2.4326,-6.28789e-05,0.188003,-0.0946951,2.44306
39.8,0.0343587,0.101392,-0.102221,2.45916,-0.00805729,0.416113,-0.0651931,2.11915
39.9,0.0232337,0.337827,-0.115314,2.22909,-0.0119821,0.601554,-0.0133033,1.58965
40,0.0122634,0.539752,-0.0997871,1.77732,-0.0101238,0.727099,0.0504703,0.921266
40.1,0.00403718,0.687859,-0.0617246,1.16356,-0.00188031,0.78218,0.114399,0.180352
40.2,0.000379133,0.769246,-0.0100168,0.453538,0.0122008,0.762537,0.167224,-0.573209
40.3,0.00215857,0.777397,0.0453513,-0.29146,0.0305126,0.669802,0.19901,-1.2815
40.4,0.00923515,0.711701,0.0942876,-1.01383,0.0505471,0.511637,0.20168,-1.88179
40.5,0.0204787,0.577382,0.12719,-1.65352,0.0691257,0.302208,0.169892,-2.30679
40.6,0.033855,0.385936,0.135758,-2.14546,0.0827483,0.0619928,0.10256,-2.49752
40.7,0.0466224,0.155343,0.114445,-2.42736,0.0881014,-0.184077,0.0045034,-2.42389
40.8,0.0557028,-0.0910556,0.0623601,-2.45746,0.0826744,-0.410184,-0.113045,-2.09824
40.9,0.0582232,-0.327508,-0.0154009,-2.23117,0.0653212,-0.593592,-0.234017,-1.56991
41,0.0521127,-0.529833,-0.108128,-1.78325,0.0365885,-0.717369,-0.340637,-0.905646
41.1,0.0365658,-0.678732,-0.201672,-1.17353,-0.00127508,-0.771241,-0.416633,-0.17179
41.2,0.0122431,-0.761341,-0.281318,-0.468123,-0.0445795,-0.751241,-0.449455,0.57179
41.3,-0.0187973,-0.771219,-0.334127,0.271349,-0.0886194,-0.659277,-0.431343,1.26749
41.4,-0.0533519,-0.707848,-0.350288,0.987336,-0.128171,-0.503222,-0.359682,1.85362
41.5,-0.0874192,-0.576507,-0.32372,1.62053,-0.158017,-0.29729,-0.237237,2.26502
41.6,-0.116594,-0.388637,-0.252512,2.10729,-0.173512,-0.0617644,-0.0726711,2.44548
41.7,-0.136516,-0.162001,-0.139617,2.38702,-0.171198,0.178874,0.11896,2.36728
41.8,-0.143401,0.0804277,0.00624917,2.41914,-0.149412,0.399421,0.316759,2.04367
41.9,-0.134645,0.313331,0.170321,2.19915,-0.108754,0.577771,0.496393,1.52333
42,-0.109373,0.512914,0.333071,1.76091,-0.052238,0.697528,0.633924,0.871809
42.1,-0.068787,0.660163,0.473151,1.16317,0.0149435,0.748846,0.709706,0.154545
42.2,-0.0161613,0.742404,0.570953,0.47138,0.0859883,0.728121,0.711189,-0.569042
42.3,0.0434831,0.753348,0.611579,-0.253061,0.153257,0.637572,0.634183,-1.24194
42.4,0.103948,0.692606,0.586562,-0.952929,0.209105,0.485269,0.482773,-1.80412
42.5,0.158539,0.565519,0.494419,-1.57002,0.246671,0.285383,0.26856,-2.19359
42.6,0.200753,0.383424,0.340474,-2.04292,0.260596,0.0577892,0.00993732,-2.3583
42.7,0.224948,0.163714,0.136549,-2.31397,0.247668,-0.173824,-0.268495,-2.27395
42.8,0.226982,-0.0712875,-0.0992489,-2.345,0.207383,-0.385261,-0.537215,-1.9548
42.9,0.204815,-0.297068,-0.343169,-2.13213,0.142288,-0.555407,-0.764686,-1.44813
43,0.158989,-0.490603,-0.567749,-1.70794,0.0579649,-0.668673,-0.921774,-0.817198
43.1,0.0928395,-0.633467,-0.745299,-1.12907,-0.0374478,-0.715817,-0.986481,-0.12568
43.2,0.0123033,-0.713379,-0.852135,-0.459322,-0.134147,-0.693701,-0.947495,0.568008
43.3,-0.0746742,-0.724316,-0.872288,0.240811,-0.221797,-0.604906,-0.805521,1.2079
43.4,-0.159035,-0.666084,-0.799673,0.91482,-0.29069,-0.457698,-0.572332,1.73625
43.5,-0.231627,-0.544113,-0.638385,1.50603,-0.332736,-0.266119,-0.268585,2.09533
43.6,-0.284171,-0.369603,-0.401563,1.95601,-0.342254,-0.0494289,0.0782136,2.23848
43.7,-0.310088,-0.159452,-0.109821,2.21119,-0.316591,0.169781,0.435051,2.14572
43.8,-0.305181,0.0649109,0.210033,2.23696,-0.256591,0.368693,0.764954,1.83253
43.9,-0.268192,0.280123,0.526254,2.03072,-0.166838,0.527535,1.0301,1.34431
44,-0.2012,0.464297,0.804377,1.62365,-0.0554876,0.631809,1.19691,0.741182
44.1,-0.109709,0.599919,1.01109,1.06956,0.0664527,0.67308,1.2419,0.084226
44.2,-0.00229047,0.675338,1.11928,0.429664,0.186355,0.648801,1.15615,-0.569804
44.3,0.110287,0.684951,1.11268,-0.23717,0.291482,0.561979,0.946401,-1.16663
44.4,0.216292,0.628846,0.988535,-0.875714,0.370438,0.421067,0.632712,-1.65162
44.5,0.304393,0.512575,0.7573,-1.43138,0.414297,0.239871,0.24447,-1.9723
44.6,0.364863,0.347175,0.440153,-1.84949,0.417381,0.0368339,-0.182795,-2.08844
44.7,0.390502,0.148926,0.0659805,-2.08155,0.37779,-0.166842,-0.609013,-1.98509
44.8,0.377291,-0.06186,-0.330759,-2.09751,0.297796,-0.350052,-0.990872,-1.67911
44.9,0.324876,-0.263276,-0.711451,-1.89673,0.184004,-0.494693,-1.28497,-1.21371
45,0.236892,-0.434917,-1.03549,-1.50902,0.0470666,-0.587642,-1.45378,-0.645254
45.1,0.120966,-0.560501,-1.26447,-0.984878,-0.0992779,-0.621479,-1.4731,-0.0314886
45.2,-0.0117974,-0.629262,-1.36831,-0.382169,-0.239803,-0.594389,-1.33739,0.573274
45.3,-0.147952,-0.636195,-1.3311,0.242648,-0.359686,-0.50986,-1.06027,1.11731
45.4,-0.273317,-0.581771,-1.15416,0.836344,-0.446209,-0.376489,-0.670207,1.5501
45.5,-0.374669,-0.471696,-0.85484,1.34716,-0.489947,-0.207715,-0.204549,1.8254
45.6,-0.441147,-0.316794,-0.462192,1.72499,-0.485449,-0.0209353,0.29451,1.91019
45.7,-0.465186,-0.132596,-0.0125097,1.92726,-0.431663,0.16432,0.781214,1.79493
45.8,-0.443096,0.0619182,0.45333,1.92929,-0.332259,0.328962,1.20687,1.4979
45.9,-0.375453,0.246579,0.890981,1.73285,-0.195765,0.45685,1.523,1.05987
46,-0.267379,0.402773,1.25442,1.36651,-0.0351885,0.536493,1.68853,0.532997
46.1,-0.128504,0.515751,1.50054,0.877153,0.133192,0.561696,1.67907,-0.0289429
46.2,0.0276838,0.575889,1.59656,0.318708,0.291806,0.531499,1.49321,-0.574988
46.3,0.185251,0.578962,1.5274,-0.255572,0.424063,0.449896,1.15194,-1.05707
46.4,0.327807,0.525928,1.299,-0.795343,0.516252,0.325548,0.69183,-1.4299
46.5,0.440519,0.422654,0.93577,-1.2526,0.5587,0.17133,0.157126,-1.65444
46.6,0.511656,0.279671,0.474172,-1.5827,0.54632,0.00334326,-0.404728,-1.7053
46.7,0.533478,0.111594,-0.0431497,-1.74971,0.478906,-0.160841,-0.943553,-1.57839
46.8,0.50269,-0.064148,-0.570173,-1.73476,0.361423,-0.304421,-1.4061,-1.2932
46.9,0.420748,-0.229383,-1.05788,-1.54233,0.204158,-0.413472,-1.7392,-0.887832
47,0.294125,-0.367563,-1.45548,-1.19977,0.0222722,-0.47836,-1.89851,-0.409922
47.1,0.13427,-0.465743,-1.7154,-0.750205,-0.165645,-0.494286,-1.85984,0.0913973
47.2,-0.0431402,-0.515677,-1.80236,-0.243124,-0.339955,-0.46124,-1.62636,0.569534
47.3,-0.219908,-0.514092,-1.70232,0.272228,-0.482596,-0.383695,-1.22645,0.981364
47.4,-0.377677,-0.462508,-1.42609,0.749423,-0.579128,-0.270222,-0.704184,1.28809
47.5,-0.500257,-0.366931,-1.00497,1.1453,-0.619814,-0.132888,-0.109531,1.4586
47.6,-0.575259,-0.23746,-0.482191,1.4216,-0.599984,0.013807,0.506128,1.47529
47.7,-0.594887,-0.0875965,0.094378,1.54956,-0.520212,0.154527,1.0893,1.3391
47.8,-0.556244,0.0670267,0.674759,1.51629,-0.386602,0.274998,1.58291,1.07032
47.9,-0.461559,0.210473,1.20625,1.3289,-0.21098,0.363719,1.92952,0.704112
48,-0.318466,0.328502,1.63386,1.01353,-0.0104193,0.413087,2.0817,0.283239
48.1,-0.140009,0.410196,1.90584,0.60934,0.194451,0.419823,2.01571,-0.148509
48.2,0.0561967,0.448889,1.98443,0.160964,0.382204,0.384893,1.73935,-0.550088
48.3,0.24993,0.442397,1.85668,-0.287205,0.533575,0.313152,1.28806,-0.884735
48.4,0.421113,0.392841,1.53812,-0.693818,0.633606,0.212849,0.712564,-1.12132
48.5,0.552415,0.306272,1.06657,-1.02176,0.672606,0.0949227,0.0674468,-1.2372
48.6,0.630945,0.192173,0.491183,-1.23999,0.646323,-0.0280469,-0.593109,-1.22219
48.7,0.648914,0.0626772,-0.135949,-1.32725,0.556005,-0.143234,-1.21325,-1.08154
48.8,0.603781,-0.0686302,-0.761952,-1.27642,0.408703,-0.239097,-1.73279,-0.835722
48.9,0.498405,-0.188277,-1.33132,-1.09695,0.21754,-0.306711,-2.09048,-0.516564
49,0.341365,-0.284523,-1.78553,-0.813522,0.00120895,-0.340615,-2.23614,-0.161511
49.1,0.14703,-0.348664,-2.06893,-0.461142,-0.217922,-0.339099,-2.14648,0.191827
49.2,-0.0653222,-0.375757,-2.14134,-0.0791181,-0.416928,-0.304045,-1.83365,0.509256
49.3,-0.273725,-0.36479,-1.99068,0.293929,-0.575584,-0.240493,-1.33947,0.761791
49.4,-0.456618,-0.318449,-1.63675,0.622972,-0.678574,-0.156056,-0.720349,0.926937
49.5,-0.595716,-0.242677,-1.12323,0.878114,-0.716316,-0.0601809,-0.0344802,0.990571
49.6,-0.677733,-0.146084,-0.504362,1.03626,-0.684937,0.0368091,0.662052,0.949229
49.7,-0.694913,-0.0391501,0.164434,1.08362,-0.586243,0.124844,1.31183,0.811477
49.8,-0.645002,0.0668494,0.82826,1.01835,-0.428037,0.195275,1.8523,0.597136
49.9,-0.531336,0.161108,1.42964,0.851694,-0.224468,0.241841,2.21907,0.334174
50,-0.363211,0.234544,1.9072,0.606457,0.0044649,0.261254,2.35959,0.0540932
50.1,-0.156033,0.280785,2.20189,0.313198,0.234995,0.253324,2.251,-0.212694
50.2,0.0695804,0.296694,2.27116,0.00529762,0.443004,0.22068,1.9092,-0.440179
50.3,0.290215,0.282425,2.10342,-0.2854,0.607534,0.168253,1.3814,-0.608363
50.4,0.483077,0.241116,1.72207,-0.53142,0.713038,0.102639,0.728674,-0.703914
50.5,0.629091,0.178369,1.17572,-0.711121,0.750069,0.0314011,0.0119385,-0.72085
50.6,0.714656,0.101617,0.522884,-0.809726,0.715091,-0.0377094,-0.711486,-0.66136
50.7,0.732042,0.0193746,-0.178458,-0.820589,0.610354,-0.0975836,-1.38327,-0.536125
50.8,0.679212,-0.0596381,-0.872057,-0.746381,0.444228,-0.14256,-1.93926,-0.363399
50.9,0.559839,-0.12745,-1.4992,-0.599343,0.231624,-0.169056,-2.31281,-0.166532
51,0.383711,-0.177743,-1.99647,-0.399906,-0.00649561,-0.175895,-2.44959,0.0297675
51.1,0.166976,-0.20653,-2.30209,-0.173654,-0.245332,-0.164236,-2.32714,0.203413
51.2,-0.0687516,-0.212473,-2.37137,0.0526941,-0.459905,-0.137176,-1.96433,0.337768
51.3,-0.298949,-0.196799,-2.19283,0.255116,-0.62875,-0.0991582,-1.41256,0.422599
51.4,-0.499854,-0.16289,-1.79248,0.414785,-0.736199,-0.055342,-0.736429,0.453725
51.5,-0.651764,-0.115707,-1.22283,0.519015,-0.772963,-0.0110322,0.00115779,0.43247
51.6,-0.740825,-0.0611676,-0.545745,0.561356,-0.735799,0.0288606,0.742116,0.365386
51.7,-0.759324,-0.00552293,0.178801,0.541633,-0.627309,0.0603294,1.4277,0.263989
51.8,-0.705376,0.0452796,0.893717,0.466071,-0.456276,0.0807239,1.99296,0.143901
51.9,-0.582871,0.0862271,1.53968,0.347038,-0.238125,0.0890638,2.37005,0.0228975
52,-0.401899,0.113807,2.05212,0.201872,0.00556567,0.0861017,2.50376,-0.082141
52.1,-0.179062,0.126393,2.36741,0.0504948,0.249359,0.0740682,2.3721,-0.158527
52.2,0.0633872,0.124346,2.43924,-0.087907,0.467768,0.0561514,1.99609,-0.199809
52.3,0.300186,0.109765,2.25585,-0.198106,0.63907,0.0358751,1.42994,-0.205716
