t,th1RK,th2RK,w1RK,w2RK,th1PV,th2PV,w1PV,w2PV
52.4,0.506899,0.0859926,1.84488,-0.270709,0.747597,0.0165565,0.740589,-0.180656
52.5,0.663376,0.0570065,1.26149,-0.302243,0.784238,0.000918396,-0.00776382,-0.132106
52.6,0.75558,0.0268768,0.569975,-0.294173,0.74602,-0.0091668,-0.75659,-0.0695975
52.7,0.775809,-0.000676643,-0.168245,-0.251896,0.635836,-0.0128545,-1.44709,-0.00415554
52.8,0.722286,-0.0226433,-0.895567,-0.184127,0.462766,-0.0104412,-2.01432,0.0524207
52.9,0.599032,-0.0370301,-1.55257,-0.102391,0.242531,-0.0033679,-2.39039,0.0890453
53,0.416286,-0.0431009,-2.0744,-0.0200785,-0.00300662,0.00596997,-2.52036,0.097712
53.1,0.190847,-0.0414787,-2.3967,0.0494055,-0.24818,0.0146512,-2.38311,0.075912
53.2,-0.0547489,-0.0340183,-2.47229,0.0952814,-0.467383,0.0198282,-2.00095,0.0276291
53.3,-0.294889,-0.0234141,-2.28906,0.111856,-0.638908,0.0193172,-1.42954,-0.0378488
53.4,-0.5048,-0.0126254,-1.87525,0.0995063,-0.74723,0.0120004,-0.736894,-0.108488
53.5,-0.664098,-0.00430352,-1.28737,0.0637479,-0.783466,-0.00202164,0.0121719,-0.171952
53.6,-0.758651,-0.000374208,-0.591129,0.0132281,-0.74491,-0.0214753,0.758949,-0.217121
53.7,-0.780786,-0.00182167,0.151132,-0.0421135,-0.634719,-0.0440722,1.44486,-0.234818
53.8,-0.728812,-0.00862109,0.881544,-0.0921679,-0.462192,-0.0667305,2.00568,-0.218349
53.9,-0.606836,-0.0197549,1.54097,-0.127284,-0.24317,-0.0858705,2.37478,-0.16445
54,-0.425136,-0.0332912,2.06512,-0.138989,0.000509991,-0.0978323,2.49882,-0.074787
54.1,-0.200494,-0.0465614,2.39013,-0.12129,0.243355,-0.0994365,2.35807,0.0427037
54.2,0.0446035,-0.0564986,2.46898,-0.0725263,0.46004,-0.0886035,1.97564,0.173957
54.3,0.284593,-0.0601546,2.28941,0.00312535,0.629186,-0.0648566,1.40726,0.300981
54.4,0.494732,-0.0552981,1.87946,0.0956781,0.735587,-0.0295442,0.720771,0.405265
54.5,0.654651,-0.0409127,1.29567,0.191248,0.77067,0.0142634,-0.0191107,0.470887
54.6,0.75026,-0.0174457,0.604069,0.274918,0.732026,0.0621325,-0.753773,0.486495
54.7,0.773959,0.0132208,-0.132635,0.333247,0.623081,0.108765,-1.42513,0.446154
54.8,0.724154,0.048003,-0.856542,0.355815,0.453305,0.14855,-1.97037,0.349554
54.9,0.605022,0.0829574,-1.50912,0.335926,0.238517,0.176136,-2.32539,0.202163
55,0.426816,0.113674,-2.02741,0.271023,0.000256287,0.187026,-2.43983,0.0156388
55.1,0.206131,0.135719,-2.34928,0.163297,-0.236544,0.178209,-2.29618,-0.191985
55.2,-0.0348929,0.145149,-2.4291,0.0205605,-0.447249,0.14874,-1.91793,-0.397399
55.3,-0.27113,0.139111,-2.25494,-0.143294,-0.611137,0.100121,-1.35981,-0.57497
55.4,-0.47825,0.116411,-1.85409,-0.309265,-0.713542,0.0363325,-0.688303,-0.70081
55.5,-0.6362,0.0779012,-1.28199,-0.455941,-0.74632,-0.0365376,0.0327514,-0.756591
55.6,-0.731101,0.0265491,-0.603876,-0.563057,-0.707422,-0.11097,0.74521,-0.732053
55.7,-0.755519,-0.0328455,0.117847,-0.614651,-0.60057,-0.178867,1.39183,-0.625883
55.8,-0.707995,-0.09419,0.825543,-0.601045,-0.435384,-0.232424,1.9119,-0.445259
55.9,-0.592794,-0.150773,1.4616,-0.519586,-0.227538,-0.26493,2.24503,-0.204863
56,-0.420105,-0.195968,1.9651,-0.374537,0.00197488,-0.271475,2.34522,0.0739505
56.1,-0.20621,-0.223903,2.27682,-0.176738,0.229134,-0.249581,2.19796,0.363931
56.2,0.0273566,-0.230111,2.35377,0.0566445,0.430387,-0.199704,1.82709,0.633622
56.3,0.256267,-0.21214,2.18508,0.302625,0.586012,-0.125484,1.28542,0.850761
56.4,0.456991,-0.170065,1.79708,0.53406,0.682136,-0.0335957,0.637052,0.987016
56.5,0.610114,-0.106754,1.24315,0.722878,0.711197,0.0668904,-0.0558319,1.0227
56.6,0.702191,-0.0277522,0.586706,0.844278,0.671601,0.165522,-0.736073,0.949938
56.7,0.72608,0.0592444,-0.110896,0.880644,0.56741,0.251683,-1.34776,0.773282
56.8,0.680536,0.145251,-0.792712,0.824056,0.408369,0.315756,-1.83306,0.508175
56.9,0.569939,0.221011,-1.40245,0.676914,0.209894,0.350087,-2.13643,0.178431
57,0.404402,0.277983,-1.88191,0.450978,-0.0077967,0.34972,-2.21739,-0.185765
57.1,0.199784,0.309209,-2.17585,0.16578,-0.221925,0.312974,-2.06519,-0.549163
57.2,-0.0232071,0.31001,-2.24513,-0.152762,-0.410385,0.241852,-1.704,-0.873273
57.3,-0.24137,0.278571,-2.08074,-0.47354,-0.554793,0.142187,-1.18417,-1.12002
57.4,-0.432343,0.216369,-1.70803,-0.762229,-0.64233,0.0233177,-0.566572,-1.25736
57.5,-0.577684,0.128337,-1.1777,-0.984854,-0.666206,-0.102809,0.0890569,-1.26517
57.6,-0.664638,0.0225804,-0.550427,-1.11271,-0.625393,-0.223022,0.727203,-1.1391
57.7,-0.686519,-0.0903971,0.114249,-1.12728,-0.524333,-0.324509,1.29399,-0.890635
57.8,-0.642395,-0.198889,0.760665,-1.02331,-0.372866,-0.396229,1.73537,-0.54376
57.9,-0.536811,-0.291353,1.3344,-0.809114,-0.186015,-0.429957,2.00164,-0.130806
58,-0.37978,-0.357664,1.78069,-0.504286,0.0170064,-0.420974,2.0588,0.310461
58.1,-0.18664,-0.390095,2.04924,-0.13665,0.214966,-0.368545,1.9004,0.738133
58.2,0.0229336,-0.384007,2.10579,0.260106,0.387537,-0.276255,1.55101,1.10766
58.3,0.227159,-0.338362,1.94388,0.647898,0.517991,-0.152083,1.05807,1.37577
58.4,0.405185,-0.256079,1.58811,0.986138,0.594824,-0.00793495,0.478606,1.50719
58.5,0.539869,-0.144112,1.08605,1.23553,0.612213,0.141533,-0.130826,1.48218
58.6,0.619413,-0.013038,0.494936,1.36391,0.569813,0.280688,-0.717182,1.30091
58.7,0.637782,0.123968,-0.128303,1.35245,0.472476,0.394853,-1.22955,0.982404
58.8,0.59447,0.252688,-0.730019,1.19936,0.330065,0.471927,-1.61868,0.559063
58.9,0.494228,0.359574,-1.25839,0.919412,0.157046,0.503415,-1.84169,0.0707087
59,0.346939,0.433228,-1.66291,0.540042,-0.0286216,0.485013,-1.87166,-0.438742
59.1,0.1673,0.465426,-1.89908,0.0966105,-0.20754,0.416976,-1.70671,-0.921999
59.2,-0.0262494,0.451741,-1.9383,-0.370635,-0.36146,0.304413,-1.37169,-1.32927
59.3,-0.213615,0.391959,-1.77722,-0.817815,-0.47559,0.157325,-0.910905,-1.61248
59.4,-0.375761,0.290384,-1.43985,-1.19889,-0.539987,-0.00997555,-0.377038,-1.73353
59.5,-0.49715,0.155879,-0.97044,-1.46966,-0.549976,-0.180335,0.177256,-1.67366
59.6,-0.567207,0.00134615,-0.422204,-1.59479,-0.505994,-0.33593,0.702375,-1.43824
59.7,-0.580746,-0.157551,0.151287,-1.55557,-0.413299,-0.460548,1.15153,-1.05411
59.8,-0.537802,-0.304312,0.699276,-1.35418,-0.281652,-0.541328,1.48141,-0.561497
59.9,-0.443359,-0.42366,1.17347,-1.01218,-0.124744,-0.569728,1.65674,-0.00650769
60,-0.307101,-0.503197,1.52852,-0.56447,0.0409921,-0.541944,1.65798,0.562199
60.1,-0.142931,-0.534409,1.72649,-0.0529716,0.198274,-0.459179,1.48767,1.0931
60.2,0.0321561,-0.513169,1.74493,0.476765,0.331194,-0.327933,1.17073,1.53184
60.3,0.200012,-0.440058,1.5839,0.976193,0.427136,-0.160048,0.748099,1.82586
60.4,0.343687,-0.320638,1.26689,1.39453,0.477926,0.0279707,0.26771,1.93452
60.5,0.449521,-0.165505,0.834703,1.683,0.48019,0.216718,-0.22243,1.84043
60.6,0.508402,0.010308,0.336123,1.80326,0.435204,0.386464,-0.6773,1.5545
60.7,0.516178,0.188866,-0.179397,1.73692,0.34856,0.519749,-1.05557,1.11119
60.8,0.473524,0.351629,-0.664991,1.49041,0.22973,0.603197,-1.32102,0.557773
60.9,0.385644,0.481843,-1.077,1.092,0.0913515,0.628355,-1.44655,-0.0546145
61,0.261908,0.566332,-1.37619,0.583471,-0.0519691,0.591933,-1.41986,-0.673833
61.1,0.11523,0.596431,-1.5318,0.0122748,-0.185336,0.495985,-1.24748,-1.24512
61.2,-0.0390798,0.56834,-1.52774,-0.571944,-0.295408,0.348219,-0.95396,-1.71021
61.3,-0.185058,0.48334,-1.36744,-1.117,-0.371935,0.162088,-0.576586,-2.0124
61.4,-0.308083,0.348079,-1.07382,-1.56805,-0.408672,-0.0439683,-0.158142,-2.10873
61.5,-0.396594,0.174662,-0.684098,-1.87202,-0.403636,-0.24857,0.258862,-1.98332
61.6,-0.443154,-0.0199918,-0.242258,-1.98765,-0.358928,-0.430365,0.635279,-1.65257
61.7,-0.444793,-0.215921,0.20713,-1.89692,-0.280332,-0.570895,0.936657,-1.15804
61.8,-0.402878,-0.392787,0.622213,-1.61041,-0.176755,-0.656451,1.13487,-0.553089
61.9,-0.322768,-0.532586,0.965178,-1.16273,-0.0594511,-0.678744,1.21122,0.107232
62,-0.213343,-0.621535,1.20386,-0.601834,0.0591174,-0.634964,1.16015,0.768373
62.1,-0.0862817,-0.650897,1.31505,0.0203129,0.166692,-0.527884,0.991339,1.37322
62.2,0.045048,-0.617175,1.28893,0.651029,0.25268,-0.366212,0.728427,1.86023
62.3,0.1671,-0.522228,1.13194,1.23542,0.309334,-0.164749,0.404645,2.16904
62.4,0.267776,-0.373582,0.866184,1.71526,0.332421,0.0564322,0.0570935,2.25457
62.5,0.337805,-0.184593,0.525113,2.03357,0.321365,0.274283,-0.278209,2.10244
62.6,0.371573,0.0262156,0.147507,2.14625,0.278986,0.466108,-0.569371,1.73406
62.7,0.367385,0.237131,-0.22779,2.03547,0.21101,0.612676,-0.790144,1.19731
62.8,0.327289,0.42627,-0.565142,1.71555,0.125443,0.700072,-0.921209,0.550605
62.9,0.256662,0.574572,-0.833809,1.22685,0.0317791,0.7202,-0.95206,-0.148037
63,0.16365,0.667769,-1.00949,0.622667,-0.0599724,0.670674,-0.882971,-0.842493
63.1,0.0584112,0.697097,-1.07668,-0.0414245,-0.140409,0.554846,-0.725764,-1.47406
63.2,-0.0478986,0.659305,-1.03131,-0.710572,-0.201818,0.382209,-0.502414,-1.97868
63.3,-0.144363,0.556698,-0.882294,-1.328,-0.239017,0.168628,-0.241559,-2.29295
63.4,-0.221571,0.397464,-0.650486,-1.83285,-0.249788,-0.0645211,0.02613,-2.37002
63.5,-0.272663,0.195928,-0.365247,-2.16475,-0.234869,-0.292861,0.272258,-2.19677
63.6,-0.293937,-0.028094,-0.0596241,-2.27692,-0.197579,-0.492645,0.473528,-1.79891
63.7,-0.284987,-0.251451,0.234193,-2.15146,-0.143257,-0.644068,0.612923,-1.22955
63.8,-0.248444,-0.450972,0.488001,-1.80576,-0.0786026,-0.733106,0.680162,-0.551187
63.9,-0.18949,-0.606725,0.679233,-1.28503,-0.0109813,-0.751864,0.672264,0.176014
64,-0.115235,-0.70405,0.791976,-0.647037,0.0523395,-0.698315,0.594153,0.894964
64.1,-0.0340046,-0.734163,0.818164,0.049762,0.104979,-0.576266,0.458639,1.54602
64.2,0.045519,-0.694005,0.758802,0.749037,0.142168,-0.395792,0.285141,2.06346
64.3,0.115231,-0.586195,0.624439,1.39285,0.161272,-0.173535,0.0969288,2.38169
64.4,0.168523,-0.419379,0.434112,1.9185,0.161983,0.0681801,-0.0827014,2.45261
64.5,0.201005,-0.20857,0.2126,2.26297,0.14614,0.304018,-0.234154,2.26415
64.6,0.210892,0.0254665,-0.0134702,2.37714,0.117242,0.509492,-0.343805,1.84533
64.7,0.198986,0.258482,-0.219565,2.24271,0.0798321,0.664421,-0.404396,1.25326
64.8,0.168314,0.4663,-0.386027,1.87931,0.0388937,0.754757,-0.414372,0.553454
64.9,0.123571,0.628301,-0.49925,1.33593,-0.000686739,0.77281,-0.377236,-0.192397
65,0.0705028,0.729514,-0.551837,0.673877,-0.0346095,0.716857,-0.301218,-0.926665
65.1,0.0152832,0.761136,-0.542599,-0.0461817,-0.0596142,0.591058,-0.198877,-1.58932
65.2,-0.0361087,0.720247,-0.476655,-0.766923,-0.0738601,0.405901,-0.0860399,-2.11382
65.3,-0.078518,0.60967,-0.365287,-1.42984,-0.0771428,0.178534,0.0203853,-2.43353
65.4,-0.108191,0.438335,-0.224969,-1.9712,-0.0708463,-0.0681351,0.105544,-2.49985
65.5,-0.123195,0.221675,-0.0752142,-2.32629,-0.0575869,-0.30821,0.159644,-2.30165
65.6,-0.123571,-0.0189437,0.0646037,-2.44424,-0.0406376,-0.516802,0.179342,-1.8702
65.7,-0.111148,-0.258547,0.178576,-2.30621,-0.0233177,-0.673573,0.167057,-1.26522
65.8,-0.0890744,-0.472272,0.256425,-1.93312,-0.00850666,-0.764543,0.129164,-0.554158
65.9,-0.061224,-0.639009,0.293867,-1.3765,0.00167052,-0.782234,0.0743801,0.20033
66,-0.0316335,-0.743566,0.291719,-0.700184,0.00603199,-0.7252,0.0128492,0.94035
66.1,-0.00404951,-0.777127,0.254826,0.033531,0.00445365,-0.597887,-0.044416,1.60591
66.2,0.0184366,-0.736871,0.191362,0.766682,-0.00208544,-0.411064,-0.0863659,2.13056
66.3,0.0336975,-0.625755,0.112341,1.44064,-0.011582,-0.182141,-0.103566,2.44789
66.4,0.0408186,-0.452852,0.030803,1.99147,-0.0212892,0.0657453,-0.0905778,2.50984
66.5,0.0402249,-0.23378,-0.0398529,2.35384,-0.0282185,0.306552,-0.0480077,2.3063
66.6,0.0335961,0.00983342,-0.088386,2.47602,-0.0297589,0.515358,0.0172004,1.86982
66.7,0.0235169,0.252679,-0.108286,2.3387,-0.0242197,0.671912,0.0935828,1.26127
66.8,0.012924,0.469556,-0.0990705,1.96326,-0.0111436,0.762421,0.16794,0.5489
66.9,0.00452074,0.639107,-0.0656471,1.40245,0.00863705,0.779656,0.227672,-0.204194
67,0.000329323,0.746027,-0.0163851,0.721529,0.0331262,0.722443,0.262111,-0.940074
67.1,0.00144568,0.781516,0.0388343,-0.0161857,0.0593888,0.595482,0.263142,-1.59913
67.2,0.00795772,0.742836,0.0898796,-0.752355,0.0838334,0.409731,0.22575,-2.1159
67.3,0.018957,0.633036,0.12705,-1.42855,0.102572,0.182658,0.149016,-2.42554
67.4,0.0326121,0.461241,0.141725,-1.98141,0.111899,-0.0627077,0.0375347,-2.48178
67.5,0.0463293,0.243062,0.127532,-2.34612,0.108893,-0.300589,-0.0976648,-2.27584
67.6,0.0570631,7.78143e-05,0.0821162,-2.47126,0.0920131,-0.506419,-0.239926,-1.84076
67.7,0.0618057,-0.242463,0.0087707,-2.33743,0.0615307,-0.660316,-0.369723,-1.23719
67.8,0.0581812,-0.459401,-0.0832707,-1.9658,0.0196337,-0.748829,-0.468217,-0.533069
67.9,0.044973,-0.629408,-0.180465,-1.4091,-0.0297881,-0.765048,-0.520219,0.208693
68,0.0224177,-0.737221,-0.267766,-0.73284,-0.0815942,-0.708096,-0.515903,0.930339
68.1,-0.00778259,-0.77411,-0.331282,-0.000694963,-0.129961,-0.58293,-0.451438,1.57299
68.2,-0.0426707,-0.73744,-0.360005,0.728887,-0.168985,-0.40063,-0.329033,2.073
68.3,-0.0783697,-0.630343,-0.346635,1.39796,-0.193287,-0.178558,-0.157006,2.36844
68.4,-0.110475,-0.461943,-0.287993,1.94437,-0.198639,0.0606728,0.0499567,2.41617
68.5,-0.134493,-0.247698,-0.185555,2.30504,-0.182593,0.291944,0.270975,2.20926
68.6,-0.146341,-0.00886169,-0.0462812,2.43011,-0.145012,0.491441,0.48064,1.78067
68.7,-0.142939,0.229751,0.116802,2.30076,-0.0883579,0.639958,0.65244,1.18969
68.8,-0.12279,0.443418,0.285284,1.93761,-0.0175863,0.724584,0.762992,0.502813
68.9,-0.0864128,0.611153,0.4378,1.39225,0.0603489,0.738831,0.795712,-0.217865
69,-0.036463,0.717933,0.553539,0.729313,0.137283,0.682182,0.742973,-0.915119
69.1,0.0224913,0.755203,0.615565,0.0120728,0.20476,0.559865,0.606557,-1.53122
69.2,0.0844806,0.720474,0.613034,-0.701257,0.254929,0.383045,0.39683,-2.00517
69.3,0.1428,0.616984,0.542139,-1.35349,0.281348,0.168824,0.131547,-2.27924
69.4,0.190717,0.45383,0.406098,-1.88432,0.279672,-0.0608705,-0.165068,-2.31465
69.5,0.222158,0.246211,0.214789,-2.2335,0.248253,-0.281952,-0.463307,-2.10697
69.6,0.232356,0.0148234,-0.0155357,-2.35401,0.188583,-0.471739,-0.730105,-1.68877
69.7,0.218475,-0.216301,-0.262678,-2.22849,0.105431,-0.612029,-0.932922,-1.11703
69.8,0.180144,-0.423263,-0.499898,-1.87692,0.00654789,-0.690672,-1.04474,-0.455846
69.9,0.119773,-0.58576,-0.698887,-1.34896,-0.0981237,-0.701754,-1.04869,0.234225
70,0.0425132,-0.689246,-0.833888,-0.707255,-0.197589,-0.645193,-0.940623,0.89699
70.1,-0.0442114,-0.725486,-0.885763,-0.0139107,-0.281075,-0.526521,-0.729098,1.47644
70.2,-0.131519,-0.692221,-0.844824,0.673577,-0.339187,-0.356945,-0.433135,1.9151
70.3,-0.21008,-0.592832,-0.711791,1.29917,-0.364821,-0.153161,-0.0795461,2.16058
70.4,-0.271128,-0.436388,-0.497034,1.80502,-0.35385,0.0638457,0.298969,2.17956
70.5,-0.307355,-0.237737,-0.218991,2.13473,-0.305645,0.271358,0.665124,1.97068
70.6,-0.313633,-0.0168151,0.0973021,2.24531,-0.223428,0.44819,0.979221,1.56595
70.7,-0.287621,0.203437,0.42141,2.12175,-0.114296,0.577458,1.20342,1.01942
70.8,-0.230222,0.400309,0.719252,1.78358,0.0112646,0.648026,1.30779,0.391943
70.9,-0.145803,0.554528,0.956367,1.27796,0.140462,0.654713,1.27615,-0.2582
71,-0.0419963,0.652296,1.10269,0.66469,0.25972,0.597977,1.10902,-0.876531
71.1,0.0709897,0.685877,1.13758,0.0038522,0.356298,0.483674,0.822538,-1.40953
71.2,0.181517,0.653352,1.05342,-0.648374,0.419644,0.322988,0.444393,-1.8042
71.3,0.277876,0.558301,0.856336,-1.23764,0.442342,0.132053,0.00956475,-2.01451
71.4,0.349591,0.409758,0.564304,-1.70924,0.420714,-0.0693442,-0.442128,-2.01343
71.5,0.388441,0.222133,0.204053,-2.01155,0.355253,-0.260167,-0.867088,-1.80303
71.6,0.389206,0.0144188,-0.191512,-2.10665,0.250908,-0.421053,-1.21982,-1.41469
71.7,0.3502,-0.191818,-0.584872,-1.98267,0.117032,-0.53674,-1.4577,-0.899054
71.8,0.273652,-0.375392,-0.935576,-1.65897,-0.0332754,-0.597349,-1.54844,-0.313118
71.9,0.165852,-0.518391,-1.20364,-1.17987,-0.184565,-0.59861,-1.47736,0.287892
72,0.0368378,-0.608044,-1.35514,-0.601651,-0.320963,-0.541612,-1.25059,0.852085
72.1,-0.100531,-0.637323,-1.36851,0.0183944,-0.428105,-0.432536,-0.89226,1.32942
72.2,-0.232054,-0.604775,-1.23891,0.62616,-0.494632,-0.282445,-0.438269,1.67242
72.3,-0.343916,-0.514235,-0.978555,1.16972,-0.513073,-0.10671,0.0694415,1.84227
72.4,-0.424233,-0.374678,-0.613127,1.59831,-0.480332,0.0763393,0.585373,1.81872
72.5,-0.464163,-0.199976,-0.177002,1.86592,-0.398025,0.247643,1.06077,1.60736
72.6,-0.458581,-0.00798658,0.290205,1.94053,-0.272736,0.389952,1.44502,1.23881
72.7,-0.406522,0.181355,0.745103,1.81397,-0.115933,0.489893,1.69105,0.760013
72.8,-0.311502,0.34869,1.14177,1.50568,0.0568498,0.539072,1.7646,0.223565
72.9,-0.181628,0.477774,1.43516,1.057,0.227739,0.534293,1.65319,-0.319144
73,-0.0291988,0.557136,1.58777,0.520199,0.378851,0.477342,1.36906,-0.81987
73.1,0.130447,0.580664,1.5775,-0.0509644,0.494523,0.374686,0.944379,-1.23326
73.2,0.28077,0.547504,1.40285,-0.605314,0.562864,0.237102,0.422447,-1.51842
73.3,0.406115,0.461787,1.08244,-1.09428,0.576529,0.0789597,-0.14915,-1.64442
73.4,0.493474,0.332377,0.649441,-1.47194,0.533042,-0.0831546,-0.720592,-1.59786
73.5,0.533601,0.172465,0.144997,-1.69872,0.435063,-0.23243,-1.23899,-1.38765
73.6,0.52158,-0.00142935,-0.38581,-1.749,0.290656,-0.353983,-1.64916,-1.0434
73.7,0.457154,-0.171253,-0.894896,-1.61865,0.113205,-0.436557,-1.89986,-0.608084
73.8,0.345014,-0.319741,-1.33165,-1.3273,-0.079547,-0.473433,-1.95518,-0.129442
73.9,0.194914,-0.432588,-1.64635,-0.913211,-0.267564,-0.462613,-1.80515,0.345845
74,0.0212192,-0.499872,-1.79809,-0.42427,-0.43124,-0.4066,-1.46837,0.774418
74.1,-0.158465,-0.516594,-1.76441,0.0899788,-0.553889,-0.312031,-0.984618,1.11695
74.2,-0.325495,-0.482612,-1.54745,0.58226,-0.623302,-0.189175,-0.403642,1.34017
74.3,-0.462634,-0.402355,-1.17223,1.00846,-0.632354,-0.0510993,0.222595,1.42135
74.4,-0.555977,-0.284479,-0.678937,1.32852,-0.579167,0.0876489,0.841145,1.35362
74.5,-0.596031,-0.141308,-0.114485,1.50996,-0.467316,0.212765,1.39588,1.1487
74.6,-0.578134,0.0122112,0.471767,1.53383,-0.306143,0.311939,1.82759,0.834788
74.7,-0.502666,0.16015,1.02812,1.40003,-0.110703,0.376209,2.0812,0.450607
74.8,-0.375329,0.287575,1.5,1.12828,0.0993226,0.400665,2.11931,0.0385231
74.9,-0.207306,0.382349,1.8334,0.75369,0.302016,0.384567,1.93457,-0.360481
75,-0.0147898,0.436311,1.98408,0.319431,0.476329,0.331078,1.55168,-0.709314
75.1,0.182594,0.445732,1.92931,-0.129861,0.604784,0.24681,1.01741,-0.976037
75.2,0.364347,0.411253,1.67474,-0.551882,0.674998,0.141219,0.386887,-1.13578
75.3,0.511875,0.337559,1.25156,-0.908193,0.680111,0.0257308,-0.284639,-1.17398
75.4,0.610562,0.232932,0.706257,-1.16563,0.618774,-0.0874494,-0.942092,-1.08962
75.5,0.650765,0.108592,0.0905668,-1.29929,0.495324,-0.18675,-1.52691,-0.896397
75.6,0.62807,-0.022347,-0.54294,-1.29685,0.320154,-0.262599,-1.97651,-0.620574
75.7,0.543386,-0.146318,-1.1399,-1.1619,0.10971,-0.308439,-2.23236,-0.29622
75.8,0.403236,-0.250925,-1.64254,-0.913968,-0.114695,-0.321233,-2.25575,0.0403357
75.9,0.21998,-0.326381,-1.99296,-0.584821,-0.329572,-0.301469,-2.0418,0.354945
76,0.0113555,-0.366442,-2.14376,-0.212571,-0.512697,-0.252811,-1.62071,0.618201
76.1,-0.20127,-0.368758,-2.07177,0.163818,-0.645997,-0.181565,-1.04529,0.806734
76.2,-0.395797,-0.334755,-1.78585,0.50817,-0.717016,-0.0960026,-0.375089,0.904508
76.3,-0.552485,-0.269257,-1.32272,0.788976,-0.719156,-0.00554642,0.332279,0.904616
76.4,-0.656142,-0.179946,-0.73439,0.980857,-0.651523,0.0802278,1.02038,0.810869
76.5,-0.697033,-0.0766484,-0.0765433,1.06673,-0.519055,0.152669,1.62898,0.637957
76.6,-0.670953,0.0296301,0.595923,1.04051,-0.332963,0.205043,2.09286,0.409524
76.7,-0.579224,0.127906,1.22682,0.90885,-0.110786,0.233239,2.35067,0.154387
76.8,-0.428984,0.208488,1.75592,0.69065,0.124878,0.236057,2.36261,-0.0980243
76.9,-0.233501,0.26407,2.12203,0.413991,0.349303,0.215074,2.12588,-0.321623
77,-0.0117501,0.290418,2.27482,0.111461,0.539361,0.174195,1.67529,-0.495967
77.1,0.213477,0.286584,2.1905,-0.18451,0.676556,0.119044,1.06861,-0.607053
77.2,0.418752,0.254707,1.88049,-0.445064,0.748428,0.0563117,0.368825,-0.647594
77.3,0.583384,0.199549,1.38621,-0.646769,0.74863,-0.00694041,-0.364778,-0.617448
77.4,0.691717,0.127901,0.764318,-0.772665,0.676642,-0.064013,-1.07499,-0.524003
77.5,0.733945,0.0478803,0.0736431,-0.813378,0.537863,-0.109305,-1.70059,-0.381836
77.6,0.706029,-0.0318902,-0.629263,-0.768357,0.344103,-0.138952,-2.1746,-0.211108
77.7,0.609585,-0.103206,-1.28709,-0.646524,0.113687,-0.151236,-2.43371,-0.0345632
77.8,0.452178,-0.159203,-1.83794,-0.465517,-0.12987,-0.146649,-2.43743,0.126307
77.9,0.247717,-0.195123,-2.21809,-0.249237,-0.36097,-0.127601,-2.18458,0.254645
78,0.0160775,-0.208755,-2.37472,-0.0241072,-0.555874,-0.097874,-1.7135,0.339893
78.1,-0.218867,-0.200488,-2.28323,0.184928,-0.69583,-0.0619965,-1.08562,0.377657
78.2,-0.43266,-0.173,-1.95687,0.357442,-0.768434,-0.0246733,-0.366446,0.368806
78.3,-0.603863,-0.130716,-1.44065,0.478951,-0.767576,0.00970532,0.383605,0.318767
78.4,-0.716451,-0.0792035,-0.794913,0.541162,-0.693048,0.0375012,1.10695,0.237151
78.5,-0.760563,-0.0245503,-0.0809421,0.541927,-0.550602,0.05622,1.74197,0.137224
