t,th1RK,th2RK,w1RK,w2RK,th1PV,th2PV,w1PV,w2PV
78.6,-0.732281,0.0272516,0.643565,0.48533,-0.352458,0.064813,2.22092,0.0346354
78.7,-0.633419,0.0709287,1.32073,0.381606,-0.117429,0.0637959,2.47966,-0.0549759
78.8,-0.471807,0.102511,1.88776,0.246358,0.130433,0.0550911,2.47759,-0.119121
78.9,-0.261745,0.11978,2.27935,0.0986277,0.365055,0.0415822,2.21484,-0.151057
79,-0.0236734,0.122473,2.4409,-0.042129,0.562399,0.0265054,1.73204,-0.150477
79.1,0.217828,0.112149,2.347,-0.15941,0.703646,0.0128693,1.0929,-0.122245
79.2,0.437603,0.091759,2.01187,-0.242099,0.776516,0.00303736,0.364499,-0.0743932
79.3,0.613692,0.0650659,1.48295,-0.285108,0.775138,-0.00151107,-0.392059,-0.0165754
79.4,0.72981,0.0360671,0.823148,-0.288612,0.699582,-0.000301889,-1.11906,0.0407591
79.5,0.776056,0.00852793,0.095541,-0.256921,0.555877,0.00608241,-1.75503,0.086927
79.6,0.748601,-0.0143898,-0.641389,-0.1977,0.356501,0.0160273,-2.23249,0.11197
79.7,0.649393,-0.0304381,-1.3296,-0.121477,0.120489,0.0270479,-2.48774,0.108443
79.8,0.486404,-0.0385378,-1.90615,-0.0409237,-0.127948,0.036156,-2.48101,0.0737192
79.9,0.274109,-0.038926,-2.30523,0.0306257,-0.362675,0.0404195,-2.21352,0.0115507
80,0.0331917,-0.0331096,-2.4714,0.0815597,-0.559702,0.0375789,-1.72702,-0.0683637
80.1,-0.21145,-0.0235575,-2.37873,0.104621,-0.700359,0.0265242,-1.08613,-0.15273
80.2,-0.434325,-0.0131733,-2.04171,0.0984856,-0.772589,0.00750999,-0.358468,-0.227554
80.3,-0.613214,-0.00470295,-1.5089,0.0674223,-0.770784,-0.0178832,0.394579,-0.280311
80.4,-0.731703,-0.00025866,-0.844617,0.0194864,-0.695286,-0.0469536,1.11538,-0.301097
80.5,-0.77989,-0.00104495,-0.113045,-0.035516,-0.552364,-0.0761662,1.74304,-0.283155
80.6,-0.754029,-0.00725983,0.626855,-0.0874296,-0.354645,-0.101495,2.21135,-0.22343
80.7,-0.656164,-0.018101,1.31716,-0.1265,-0.121151,-0.118846,2.45852,-0.123589
80.8,-0.494331,-0.031835,1.89547,-0.14398,0.124108,-0.124589,2.44666,0.00873564
80.9,-0.283008,-0.0459445,2.29654,-0.133174,0.35535,-0.116176,2.17816,0.159516
81,-0.0428339,-0.0574134,2.46535,-0.0911003,0.549003,-0.0927104,1.6949,0.309805
81.1,0.201361,-0.0631883,2.37595,-0.0202176,0.686799,-0.0552726,1.06103,0.438951
81.2,0.424141,-0.0607652,2.04266,0.0710097,0.757038,-0.0069149,0.343736,0.528203
81.3,0.603327,-0.0487383,1.51394,0.169445,0.754434,0.0476689,-0.395816,0.563472
81.4,0.722547,-0.0271382,0.854325,0.259987,0.679628,0.102682,-1.1003,0.536782
81.5,0.771975,0.00251535,0.128319,0.328345,0.539122,0.151854,-1.70983,0.446656
81.6,0.747965,0.0373978,-0.604946,0.36295,0.345605,0.189087,-2.16049,0.29801
81.7,0.652656,0.0737066,-1.28791,0.35591,0.117892,0.209093,-2.39376,0.102108
81.8,0.494106,0.107053,-1.85927,0.303447,-0.120538,0.20803,-2.37485,-0.123354
81.9,0.286671,0.132893,-2.25549,0.206365,-0.34466,0.184121,-2.10759,-0.354838
82,0.050692,0.147027,-2.42322,0.0708207,-0.531702,0.13812,-1.63324,-0.565188
82.1,-0.189428,0.146165,-2.33736,-0.0910095,-0.664079,0.0734874,-1.01431,-0.727455
82.2,-0.408708,0.12853,-2.01185,-0.261347,-0.730622,-0.00384655,-0.31655,-0.819224
82.3,-0.585339,0.094316,-1.49409,-0.418972,-0.726467,-0.0861111,0.399645,-0.826067
82.4,-0.703214,0.0458725,-0.847592,-0.542641,-0.652605,-0.16458,1.07759,-0.743306
82.5,-0.752696,-0.0124739,-0.136389,-0.614533,-0.515777,-0.230545,1.65897,-0.575991
82.6,-0.730295,-0.0748926,0.580624,-0.622691,-0.328676,-0.27623,2.08306,-0.337713
82.7,-0.638271,-0.134704,1.24652,-0.56218,-0.109726,-0.295578,2.29594,-0.0492517
82.8,-0.484689,-0.185093,1.80163,-0.435184,0.118426,-0.28492,2.26708,0.262421
82.9,-0.283694,-0.219803,2.18517,-0.250642,0.331885,-0.24353,2.00211,0.56537
83,-0.0551197,-0.233796,2.34674,-0.0239169,0.509051,-0.173997,1.54122,0.825283
83.1,0.177391,-0.223878,2.26306,0.223583,0.633328,-0.0822424,0.944318,1.00982
83.2,0.389694,-0.189254,1.94783,0.465591,0.694284,0.0229388,0.27481,1.09381
83.3,0.560707,-0.131891,1.44661,0.673691,0.687608,0.130811,-0.408341,1.06363
83.4,0.674844,-0.0565434,0.820879,0.82132,0.61471,0.229952,-1.04961,0.919198
83.5,0.722817,0.0296516,0.133315,0.887949,0.482586,0.309565,-1.59288,0.673074
83.6,0.701382,0.117941,-0.557943,0.862202,0.303861,0.360606,-1.98161,0.347733
83.7,0.612966,0.198954,-1.19698,0.743142,0.0963989,0.376633,-2.16764,-0.0271977
83.8,0.465649,0.263733,-1.72634,0.539744,-0.118264,0.354439,-2.12561,-0.416674
83.9,0.273291,0.304647,-2.08889,0.269351,-0.317714,0.294526,-1.8634,-0.781586
84,0.0550346,0.316156,-2.23843,-0.0438838,-0.481874,0.201378,-1.4198,-1.08138
84.1,-0.166529,0.29542,-2.15444,-0.370214,-0.595435,0.0833603,-0.851421,-1.27897
84.2,-0.368453,0.242796,-1.85069,-0.675886,-0.648933,-0.0479479,-0.218537,-1.34719
84.3,-0.530736,0.162097,-1.37048,-0.926115,-0.638757,-0.179022,0.422045,-1.27428
84.4,-0.638598,0.0604809,-0.77237,-1.08966,-0.566821,-0.296027,1.01669,-1.06583
84.5,-0.683291,-0.052165,-0.116849,-1.14398,-0.440371,-0.386444,1.5123,-0.742507
84.6,-0.661943,-0.164307,0.539347,-1.07913,-0.271878,-0.440337,1.85755,-0.335367
84.7,-0.577211,-0.264118,1.14186,-0.899103,-0.0784526,-0.451195,2.01097,0.118223
84.8,-0.437192,-0.340803,1.63608,-0.620208,0.119751,-0.416456,1.95309,0.576547
84.9,-0.255388,-0.385694,1.96947,-0.268044,0.302116,-0.337905,1.69421,0.994477
85,-0.0500872,-0.393022,2.10098,0.125276,0.450406,-0.221885,1.27159,1.32592
85.1,0.15744,-0.360485,2.01375,0.522812,0.550888,-0.0791137,0.738043,1.52951
85.2,0.345776,-0.289656,1.72197,0.884349,0.595292,0.0761952,0.150038,1.57667
85.3,0.496331,-0.186174,1.26646,1.16942,0.580865,0.227946,-0.438573,1.45835
85.4,0.595422,-0.0595295,0.702232,1.34255,0.510088,0.360196,-0.976967,1.18665
85.5,0.635065,0.0777647,0.0868044,1.37971,0.390433,0.459053,-1.41614,0.790483
85.6,0.612895,0.211577,-0.525244,1.27313,0.234078,0.514015,-1.71095,0.308753
85.7,0.531867,0.32788,-1.08184,1.03241,0.0571597,0.518714,-1.82741,-0.214772
85.8,0.400087,0.414353,-1.53204,0.681426,-0.121823,0.47132,-1.75224,-0.733102
85.9,0.23061,0.461577,-1.82869,0.253497,-0.284344,0.374859,-1.49817,-1.19611
86,0.0406898,0.46377,-1.93677,-0.2124,-0.414288,0.237419,-1.10071,-1.55269
86.1,-0.14997,0.41925,-1.84368,-0.673372,-0.499752,0.0719083,-0.608565,-1.75753
86.2,-0.321776,0.330782,-1.56433,-1.0837,-0.533871,-0.105021,-0.0738124,-1.78106
86.3,-0.45786,0.205733,-1.13696,-1.39775,-0.514885,-0.274953,0.453524,-1.61759
86.4,-0.545915,0.0557861,-0.612614,-1.57615,-0.44588,-0.420139,0.926583,-1.28612
86.5,-0.578939,-0.104087,-0.045132,-1.59369,-0.334467,-0.525625,1.30167,-0.823584
86.6,-0.555223,-0.25737,0.513908,-1.44533,-0.192343,-0.58059,1.54082,-0.27572
86.7,-0.478073,-0.388098,1.01565,-1.14668,-0.0344031,-0.578942,1.61797,0.308668
86.8,-0.355565,-0.482707,1.41373,-0.729045,0.122794,-0.51958,1.52597,0.878591
86.9,-0.200181,-0.531262,1.66721,-0.232704,0.263077,-0.40666,1.27969,1.3798
87,-0.0279423,-0.528096,1.74767,0.297721,0.372694,-0.249836,0.91265,1.75667
87.1,0.143258,-0.472159,1.64711,0.814597,0.441784,-0.0639951,0.469141,1.96014
87.2,0.295917,-0.367307,1.38129,1.26756,0.465056,0.132011,-0.00369506,1.95999
87.3,0.415159,-0.222473,0.985832,1.60627,0.441838,0.31772,-0.460662,1.75419
87.4,0.490302,-0.051339,0.507485,1.78759,0.375796,0.473861,-0.860178,1.36864
87.5,0.515538,0.12887,-0.00422469,1.78538,0.274529,0.584679,-1.16517,0.847707
87.6,0.489936,0.29949,-0.501645,1.59756,0.148986,0.639209,-1.34569,0.242898
87.7,0.417179,0.44287,-0.940232,1.24582,0.0125163,0.631693,-1.3837,-0.393213
87.8,0.305228,0.544438,-1.27924,0.768538,-0.120553,0.561695,-1.2777,-1.00675
87.9,0.165815,0.593916,-1.48472,0.212005,-0.236646,0.434351,-1.04415,-1.54014
88,0.0134989,0.58582,-1.53514,-0.374687,-0.324565,0.260658,-0.714223,-1.93371
88.1,-0.13588,0.519673,-1.42712,-0.940274,-0.37665,0.0572259,-0.32748,-2.13494
88.2,-0.267148,0.400275,-1.17717,-1.43055,-0.389298,-0.155177,0.0745225,-2.11311
88.3,-0.367649,0.237913,-0.818199,-1.79089,-0.362944,-0.354324,0.452546,-1.86984
88.4,-0.428544,0.0480333,-0.392402,-1.97454,-0.301731,-0.519694,0.771719,-1.43756
88.5,-0.445384,-0.150138,0.0556324,-1.95446,-0.213003,-0.634935,1.00283,-0.867246
88.6,-0.418105,-0.33603,0.483201,-1.7315,-0.106637,-0.689052,1.12451,-0.215102
88.7,-0.350738,-0.490543,0.851291,-1.33321,0.00590828,-0.676628,1.12639,0.463581
88.8,-0.250984,-0.598291,1.12586,-0.804386,0.11282,-0.597801,1.01184,1.11296
88.9,-0.129594,-0.648766,1.28052,-0.196423,0.203318,-0.458507,0.798114,1.67292
89,0.000596537,-0.636676,1.30068,0.438176,0.2689,-0.270847,0.513541,2.08029
89.1,0.126045,-0.56203,1.1872,1.0455,0.304202,-0.0528547,0.1925,2.27954
89.2,0.234112,-0.430394,0.957087,1.56828,0.307336,0.173097,-0.129836,2.23949
89.3,0.314548,-0.253162,0.640321,1.94808,0.279772,0.383326,-0.421444,1.9651
89.4,0.36052,-0.0472667,0.274227,2.13476,0.225921,0.556311,-0.655562,1.49459
89.5,0.369047,0.166342,-0.102223,2.10025,0.152552,0.675269,-0.811825,0.884562
89.6,0.340959,0.365452,-0.452378,1.84803,0.0680839,0.729244,-0.877535,0.194954
89.7,0.280536,0.529733,-0.744025,1.41095,-0.0182583,0.713139,-0.849308,-0.517065
89.8,0.195003,0.643134,-0.950809,0.83946,-0.097435,0.627564,-0.734226,-1.19443
89.9,0.0938471,0.694986,-1.05424,0.189193,-0.161618,0.479082,-0.549431,-1.77521
90,-0.012101,0.68017,-1.04635,-0.484825,-0.205077,0.280643,-0.31975,-2.19356
90.1,-0.111828,0.599077,-0.931649,-1.12688,-0.22475,0.051393,-0.0737151,-2.39145
90.2,-0.195407,0.457845,-0.727111,-1.67741,-0.220392,-0.185047,0.160876,-2.33735
90.3,-0.255128,0.268723,-0.459461,-2.0748,-0.194324,-0.403865,0.36049,-2.03902
90.4,-0.286256,0.0498216,-0.160726,-2.2658,-0.150917,-0.582789,0.507639,-1.53946
90.5,-0.287325,-0.176504,0.13653,-2.22125,-0.0959693,-0.70475,0.591323,-0.89977
90.6,-0.259991,-0.386682,0.402865,-1.94668,-0.036046,-0.758876,0.607143,-0.182744
90.7,-0.208605,-0.559362,0.614045,-1.4794,0.0221909,-0.740354,0.557596,0.553191
90.8,-0.139637,-0.677954,0.75214,-0.874654,0.0726824,-0.650179,0.452233,1.2503
90.9,-0.0609899,-0.731668,0.80657,-0.191479,0.110645,-0.495384,0.307021,1.8456
91,0.018795,-0.715522,0.775336,0.513254,0.133118,-0.289531,0.142436,2.27146
91.1,0.091442,-0.630183,0.665805,1.1827,0.139253,-0.0525479,-0.0197354,2.4682
91.2,0.149867,-0.482191,0.494228,1.75581,0.130258,0.191071,-0.160167,2.40417
91.3,0.188973,-0.28439,0.283573,2.16855,0.109003,0.415743,-0.264927,2.08928
91.4,0.206148,-0.0557482,0.059966,2.36509,0.0794314,0.598709,-0.326509,1.57004
91.5,0.201383,0.180324,-0.151339,2.31512,0.0459446,0.722755,-0.343227,0.910868
91.6,0.177007,0.399207,-0.329214,2.02555,0.0128762,0.777126,-0.31814,0.176563
91.7,0.137181,0.578751,-0.458338,1.53711,-0.0159472,0.757273,-0.258328,-0.57363
91.8,0.0872866,0.701942,-0.52956,0.908784,-0.0375871,0.664506,-0.174471,-1.28171
91.9,0.033318,0.757894,-0.539838,0.202296,-0.0503207,0.506206,-0.0802001,-1.8843
92,-0.018735,0.741728,-0.49228,-0.524161,-0.0538608,0.296336,0.00939685,-2.3131
92.1,-0.0635015,0.654301,-0.396122,-1.21315,-0.049374,0.0552876,0.0803403,-2.50785
92.2,-0.0968185,0.502406,-0.266099,-1.80284,-0.039217,-0.191967,0.122798,-2.43723
92.3,-0.116205,0.29925,-0.120729,-2.22774,-0.0264192,-0.419461,0.133158,-2.11265
92.4,-0.121104,0.0643339,0.0205356,-2.43023,-0.0140614,-0.604237,0.114,-1.58286
92.5,-0.112812,-0.178248,0.140691,-2.37898,-0.00474392,-0.729091,0.0723493,-0.914228
92.6,-0.0940811,-0.40317,0.22783,-2.08158,-0.000247591,-0.783441,0.0175773,-0.172769
92.7,-0.0685567,-0.587733,0.276077,-1.58098,-0.00137058,-0.762989,-0.0400371,0.581806
92.8,-0.0401908,-0.714623,0.284964,-0.938804,-0.00787463,-0.669324,-0.0900439,1.29149
92.9,-0.0127608,-0.77289,0.258286,-0.218706,-0.0184973,-0.510091,-0.122409,1.89317
93,0.0105105,-0.757732,0.203227,0.520196,-0.0310479,-0.299482,-0.128604,2.319
93.1,0.0272665,-0.670137,0.12985,1.22024,-0.0426525,-0.0580592,-0.103487,2.50946
93.2,0.0362763,-0.517042,0.0504558,1.81949,-0.0501978,0.189125,-0.0474206,2.43423
93.3,0.0375998,-0.31182,-0.0217359,2.25203,-0.0509316,0.416128,0.0327452,2.10582
93.4,0.0325746,-0.0742013,-0.0748242,2.45949,-0.0430531,0.600113,0.124825,1.57388
93.5,0.0235499,0.171418,-0.100879,2.40992,-0.0261086,0.724077,0.214066,0.9054
93.6,0.0133864,0.399384,-0.097757,2.11106,-0.00110288,0.777685,0.286048,0.166761
93.7,0.00486286,0.586728,-0.0690714,1.60687,0.0296326,0.756914,0.328661,-0.582184
93.8,0.000175305,0.71599,-0.0225275,0.960341,0.062719,0.663622,0.333067,-1.28365
93.9,0.000633074,0.776207,0.0321645,0.236306,0.0940801,0.505673,0.294155,-1.87533
94,0.00654173,0.762653,0.0848269,-0.505539,0.119343,0.297355,0.211096,-2.29103
94.1,0.0172024,0.676418,0.125649,-1.20757,0.134314,0.0591359,0.0883346,-2.47336
94.2,0.030977,0.524512,0.145773,-1.80834,0.135561,-0.184229,-0.0634079,-2.39394
94.3,0.0454255,0.320326,0.138221,-2.24255,0.121026,-0.407234,-0.227273,-2.06615
94.4,0.0575674,0.0835474,0.0994586,-2.4523,0.090544,-0.587513,-0.382375,-1.53943
94.5,0.0643167,-0.161498,0.0311575,-2.40575,0.0460576,-0.708488,-0.507354,-0.880068
94.6,0.0630565,-0.389223,-0.0589889,-2.11049,-0.00850811,-0.760189,-0.58396,-0.153946
94.7,0.0522045,-0.576709,-0.158303,-1.61036,-0.0676846,-0.738919,-0.59957,0.579331
94.8,0.0315909,-0.706547,-0.251702,-0.968481,-0.125081,-0.646831,-0.548356,1.26244
94.9,0.00255285,-0.767847,-0.324548,-0.249995,-0.17407,-0.491986,-0.431423,1.83447
95,-0.0322228,-0.755986,-0.364744,0.485195,-0.208468,-0.288664,-0.256536,2.23196
95.1,-0.069015,-0.672157,-0.363822,1.17972,-0.223193,-0.0570102,-0.0379653,2.40111
95.2,-0.103459,-0.523412,-0.317424,1.77311,-0.214908,0.178869,0.203662,2.31647
95.3,-0.130975,-0.323051,-0.225719,2.20174,-0.182605,0.394309,0.442393,1.99234
95.4,-0.147255,-0.0904899,-0.0941081,2.40946,-0.128,0.567777,0.649706,1.47702
95.5,-0.148828,0.150361,0.0660528,2.36549,-0.0555812,0.683377,0.798678,0.83498
95.6,-0.133651,0.37438,0.237648,2.07729,0.0277688,0.731662,0.868322,0.130705
95.7,-0.101612,0.559048,0.399688,1.58767,0.113523,0.70935,0.846766,-0.576938
95.8,-0.0547552,0.687244,0.530601,0.958678,0.192489,0.61893,0.732556,-1.23145
95.9,0.00283852,0.748284,0.611771,0.25487,0.255823,0.468659,0.534126,-1.77397
96,0.0654906,0.73771,0.630189,-0.464102,0.295944,0.272721,0.268284,-2.1448
96.1,0.126564,0.656848,0.579822,-1.1414,0.307296,0.0507279,-0.0412519,-2.29506
96.2,0.179181,0.512789,0.461839,-1.718,0.286987,-0.174185,-0.364917,-2.20319
96.3,0.216926,0.318665,0.284261,-2.13288,0.235301,-0.378574,-0.668808,-1.88459
96.4,0.234511,0.093434,0.0615859,-2.33295,0.155972,-0.542096,-0.917761,-1.38585
96.5,0.228411,-0.139724,-0.185563,-2.28956,0.0560776,-0.649819,-1.08014,-0.768612
96.6,0.197431,-0.356531,-0.431441,-2.01028,-0.0545864,-0.693007,-1.13315,-0.0951494
96.7,0.143112,-0.535233,-0.647636,-1.5363,-0.164587,-0.668913,-1.06687,0.577026
96.8,0.0698113,-0.659274,-0.806921,-0.927552,-0.262204,-0.580421,-0.885468,1.19281
96.9,-0.0156292,-0.718347,-0.887509,-0.247092,-0.336751,-0.435977,-0.605468,1.69608
97,-0.104609,-0.70826,-0.876426,0.446252,-0.379655,-0.249572,-0.252618,2.03202
97.1,-0.187746,-0.630529,-0.771113,1.09655,-0.385245,-0.0400855,0.140827,2.15771
97.2,-0.255918,-0.492291,-0.579154,1.64677,-0.351321,0.170618,0.537654,2.05636
97.3,-0.301207,-0.306456,-0.316792,2.03935,-0.27958,0.360666,0.89716,1.74461
97.4,-0.317686,-0.0913622,-0.00730614,2.22543,-0.175805,0.511244,1.17833,1.26695
97.5,-0.302051,0.130818,0.320257,2.17954,-0.0496172,0.608668,1.34543,0.681519
97.6,-0.254136,0.337006,0.632534,1.9098,0.0863879,0.645122,1.37467,0.0475735
97.7,-0.177223,0.50657,0.894553,1.45543,0.218079,0.618528,1.25916,-0.579453
97.8,-0.077992,0.623814,1.07409,0.873446,0.331519,0.532225,1.00964,-1.14662
97.9,0.0340077,0.679021,1.14685,0.224526,0.414555,0.39482,0.651077,-1.60147
98,0.147381,0.668397,1.10073,-0.434004,0.457986,0.219995,0.217541,-1.89503
98.1,0.250219,0.593715,0.937584,-1.04768,0.456291,0.0256785,-0.251451,-1.9913
98.2,0.331454,0.462179,0.672035,-1.56206,0.408097,-0.167821,-0.712414,-1.8787
98.3,0.382002,0.286416,0.328521,-1.92391,0.316533,-0.340521,-1.11888,-1.57529
98.4,0.395585,0.0839906,-0.0616408,-2.08963,0.189361,-0.475442,-1.42455,-1.12314
98.5,0.369317,-0.124183,-0.462106,-2.03779,0.0386319,-0.560418,-1.59004,-0.576383
98.6,0.304145,-0.316549,-0.83296,-1.77754,-0.120429,-0.588766,-1.59118,0.00941879
98.7,0.20508,-0.473932,-1.13341,-1.346,-0.271238,-0.559207,-1.425,0.581767
98.8,0.0810589,-0.581798,-1.3267,-0.796661,-0.397962,-0.475575,-1.10947,1.09087
98.9,-0.0557743,-0.631248,-1.38653,-0.187086,-0.487327,-0.346579,-0.677827,1.48905
99,-0.191403,-0.619041,-1.30235,0.427673,-0.529794,-0.18542,-0.171516,1.73413
99.1,-0.311637,-0.547285,-1.08117,0.995347,-0.520165,-0.00883486,0.364101,1.79757
99.2,-0.40377,-0.423254,-0.744965,1.46488,-0.45793,0.164707,0.880591,1.67327
99.3,-0.457846,-0.259212,-0.325963,1.78822,-0.347572,0.317397,1.32657,1.38052
99.4,-0.467462,-0.0717869,0.137517,1.92781,-0.198697,0.434364,1.65093,0.958826
99.5,-0.43026,0.119603,0.603083,1.86697,-0.0256075,0.5052,1.81088,0.457902
99.6,-0.348287,0.295213,1.02529,1.6162,0.154056,0.524544,1.7824,-0.0710288
99.7,-0.228194,0.437632,1.3581,1.21047,0.321526,0.492024,1.56699,-0.579372
99.8,-0.0810417,0.533773,1.56057,0.699427,0.459378,0.41197,1.19006,-1.02171
99.9,0.0785951,0.57579,1.60469,0.136802,0.553514,0.293068,0.692645,-1.35633
100,0.234283,0.561146,1.482,-0.425436,0.594266,0.147817,0.122405,-1.54869
100.1,0.369808,0.492359,1.20509,-0.938136,0.576845,-0.00851997,-0.470828,-1.57804
100.2,0.471104,0.376742,0.803294,-1.35457,0.501561,-0.159595,-1.03484,-1.44345
100.3,0.527592,0.226086,0.315932,-1.63269,0.374114,-0.290026,-1.51411,-1.16519
100.4,0.532894,0.0558925,-0.212842,-1.74164,0.205755,-0.387281,-1.85305,-0.779903
100.5,0.485205,-0.116156,-0.735825,-1.66982,0.0128146,-0.442905,-2.00576,-0.332582
100.6,0.387588,-0.27239,-1.20297,-1.42923,-0.184906,-0.453006,-1.94864,0.130572
100.7,0.248179,-0.397431,-1.56351,-1.05271,-0.366731,-0.418178,-1.68787,0.565982
100.8,0.079974,-0.479896,-1.77249,-0.585739,-0.513932,-0.34318,-1.25614,0.933985
100.9,-0.100228,-0.513202,-1.8004,-0.0776726,-0.611814,-0.236478,-0.7015,1.20005
101,-0.273806,-0.495661,-1.64112,0.423499,-0.650722,-0.10958,-0.0766757,1.33793
101.1,-0.422772,-0.430238,-1.31295,0.872827,-0.626294,0.0240391,0.565246,1.33445
101.2,-0.531946,-0.324219,-0.852273,1.22898,-0.539567,0.150428,1.16929,1.19333
101.3,-0.590308,-0.188753,-0.304651,1.45673,-0.397277,0.256858,1.6765,0.935248
101.4,-0.591591,-0.037991,0.281084,1.53229,-0.212089,0.333303,2.02726,0.593665
101.5,-0.534506,0.112363,0.854054,1.44916,-0.00208558,0.373409,2.1728,0.208454
101.6,-0.422996,0.246953,1.36047,1.22078,0.211055,0.374833,2.09002,-0.179983
101.7,-0.26648,0.352664,1.74533,0.877746,0.40504,0.339116,1.78967,-0.534347
101.8,-0.0796515,0.420031,1.95983,0.461132,0.560083,0.271291,1.31117,-0.822161
101.9,0.118711,0.443914,1.97302,0.0153735,0.661075,0.179325,0.708671,-1.01716
102,0.308047,0.423573,1.78109,-0.416487,0.698453,0.0733855,0.0388838,-1.10163
102.1,0.468833,0.362408,1.40787,-0.79491,0.668255,-0.0351698,-0.642844,-1.06947
102.2,0.584974,0.267551,0.896214,-1.08508,0.57213,-0.135049,-1.27964,-0.928108
102.3,0.645141,0.149286,0.297058,-1.25929,0.417656,-0.216349,-1.80983,-0.697895
102.4,0.643205,0.0201511,-0.337143,-1.30091,0.218646,-0.271677,-2.17036,-0.408661
102.5,0.578319,-0.106376,-0.952843,-1.20823,-0.00536685,-0.296841,-2.3099,-0.094617
102.6,0.455141,-0.217464,-1.49332,-0.99578,-0.231155,-0.291043,-2.20586,0.21058
102.7,0.284136,-0.30245,-1.89988,-0.691706,-0.435101,-0.256651,-1.87307,0.477252
102.8,0.0814238,-0.353951,-2.12011,-0.332428,-0.596594,-0.198717,-1.3568,0.681429
102.9,-0.132522,-0.368389,-2.12157,0.043172,-0.700249,-0.124354,-0.716297,0.805836
103,-0.335465,-0.346013,-1.90251,0.398042,-0.736632,-0.0420056,-0.0113555,0.841127
103.1,-0.506577,-0.29058,-1.49174,0.699321,-0.70214,0.0394156,0.701199,0.787296
103.2,-0.629012,-0.208863,-0.937867,0.919773,-0.598914,0.111499,1.36331,0.654379
103.3,-0.691213,-0.110005,-0.29632,1.03964,-0.435181,0.167295,1.91136,0.461543
103.4,-0.687183,-0.0046448,0.377699,1.0492,-0.225632,0.202088,2.27961,0.234315
103.5,-0.616427,0.0962086,1.02882,0.950988,0.00908202,0.213829,2.41469,0.000491734
103.6,-0.484141,0.182432,1.59819,0.760048,0.244538,0.203148,2.29444,-0.214113
103.7,-0.301592,0.245951,2.02404,0.501719,0.456114,0.173006,1.93707,-0.388718
103.8,-0.0860223,0.281566,2.25077,0.207369,0.622596,0.128128,1.39258,-0.508846
103.9,0.140714,0.287312,2.24441,-0.0903974,0.728437,0.0743635,0.724231,-0.566442
104,0.355002,0.26438,2.00475,-0.36163,0.764353,0.0180492,-0.00590734,-0.559846
104.1,0.53493,0.216718,1.56481,-0.581349,0.727054,-0.034641,-0.740071,-0.493958
104.2,0.66304,0.150474,0.978036,-0.730722,0.619071,-0.0783473,-1.41959,-0.380169
104.3,0.727601,0.073331,0.303538,-0.798062,0.449108,-0.109128,-1.97969,-0.23545
104.4,0.722723,-0.00626656,-0.401438,-0.780021,0.232477,-0.124909,-2.35293,-0.0801663
104.5,0.648171,-0.0799981,-1.08037,-0.682494,-0.00940281,-0.125654,-2.48467,0.0652742
104.6,0.50952,-0.140591,-1.67303,-0.520367,-0.251296,-0.113189,-2.3532,0.184025
104.7,0.318594,-0.182638,-2.11539,-0.31564,-0.467917,-0.0907274,-1.97922,0.265202
